id,text,author_id,public_metrics,created_at,in_reply_to_user_id,conversation_id,reply_settings,source,referenced_tweets,context_annotations,entities,user,user_name,city,state,county,country,cty_st,year,keywords_label,Ground Truth
8.99114E+17,Interesting https://t.co/gXsEWErYTn,27962846,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2017-08-20T03:39:50.000Z,,8.99114E+17,everyone,Facebook,,,"{'urls': [{'start': 12, 'end': 35, 'url': 'https://t.co/gXsEWErYTn', 'expanded_url': 'http://fb.me/7D922h47A', 'display_url': 'fb.me/7D922h47A'}]}","{'public_metrics': {'followers_count': 7, 'following_count': 8, 'tweet_count': 472, 'listed_count': 0}, 'created_at': '2009-03-31T21:04:36.000Z', 'description': '', 'name': 'Sheila Herron', 'username': 'lymeperseverer', 'location': 'West Allis, Wisconsin'}",lymeperseverer,West Allis,Wisconsin,Milwaukee County,United States,"Milwaukee County,Wisconsin",2017,0,
7.39854E+17,It is the season for Lyme disease https://t.co/sJ9hyAPAoc,3065720853,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-06-06T16:17:37.000Z,,7.39854E+17,everyone,Twitter for iPhone,"[{'type': 'quoted', 'id': '739852361477283844'}]",,"{'annotations': [{'start': 21, 'end': 32, 'probability': 0.5123, 'type': 'Other', 'normalized_text': 'Lyme disease'}], 'urls': [{'start': 34, 'end': 57, 'url': 'https://t.co/sJ9hyAPAoc', 'expanded_url': 'https://twitter.com/washingtonpost/status/739852361477283844', 'display_url': 'twitter.com/washingtonpost…'}]}","{'location': 'DC', 'name': 'V.Reese,MD', 'username': 'HandWShow', 'public_metrics': {'followers_count': 593, 'following_count': 1125, 'tweet_count': 15032, 'listed_count': 121}, 'description': 'V.Reese,MD( physician/farmer @5adaycsa,@museumsandy ) +T.Brooks,MBA. Lifting up voices of med/social scientists ; Art-The Warmth of Other Sons-Bisa Butler', 'created_at': '2015-03-01T18:25:08.000Z'}",HandWShow,Washington,District of Columbia,District of Columbia,United States,"District of Columbia,District of Columbia",2016,1,
1.25014E+18,"You can’t call it Lymes disease, that’s racist!  It’s borreliosis. You can’t blame those poor Lyme residents for it, or the deer that carry it, that’s specieist?  Whatever we’re you thinking?  🤪 https://t.co/tS6VLsNDa6",1157343990,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2020-04-14T19:21:51.000Z,,1.25014E+18,everyone,Twitter for iPhone,,"[{'domain': {'id': '88', 'name': 'Political Body', 'description': 'A section of a government, like The Supreme Court'}, 'entity': {'id': '871795678447456256', 'name': 'The White House', 'description': 'Conversation from and about the White House, both as a destination and as political voice'}}]","{'urls': [{'start': 195, 'end': 218, 'url': 'https://t.co/tS6VLsNDa6', 'expanded_url': 'https://twitter.com/earth_pupil/status/1250117044789370880', 'display_url': 'twitter.com/earth_pupil/st…'}]}","{'username': 'BillMidkiff1', 'name': 'Bill Midkiff', 'location': 'Midlothian, VA', 'public_metrics': {'followers_count': 1914, 'following_count': 3218, 'tweet_count': 69850, 'listed_count': 2}, 'description': 'Completely politically incorrect, (we’ve lost our ability to laugh at ourselves); American; listen to anyone, anytime, about anything; keep the dialogue open', 'created_at': '2013-02-07T14:51:51.000Z'}",BillMidkiff1,Midlothian,Virginia,Chesterfield County,United States,"Chesterfield County,Virginia",2020,1,
1.43854E+18,"@PKhakpour Thanks. Yes, it is. And as it turns out, I am very bitter these days about both the Lyme thing and the writing thing. Dark days.",29303902,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2021-09-16T16:17:06.000Z,146967921,1.43854E+18,everyone,Twitter Web App,"[{'type': 'replied_to', 'id': '1438537177961533441'}]",,"{'mentions': [{'start': 0, 'end': 10, 'username': 'PKhakpour', 'id': '146967921'}]}","{'name': 'ArtistLike', 'public_metrics': {'followers_count': 3288, 'following_count': 2508, 'tweet_count': 61187, 'listed_count': 80}, 'description': ""Life's funny, huh."", 'created_at': '2009-04-06T21:55:12.000Z', 'username': 'Artistlike', 'location': 'Washington, DC'}",Artistlike,Washington,District of Columbia,District of Columbia,United States,"District of Columbia,District of Columbia",2021,0,
15138613239,RT @lymenaide: My Lyme Story : 10 years undiagnosed and a whole lot of scary symptoms - http://bit.ly/dcm8nM... http://tinyurl.com/3a27xx2,59955964,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-05-31T23:20:12.000Z,,15138613239,everyone,twitterfeed,,,"{'mentions': [{'start': 3, 'end': 13, 'username': 'Lymenaide', 'id': '1264135768139841536'}]}","{'description': 'Eastern Washington University Disease Ecology Lab. This site is intended to be a one-stop source of curated news and information on vectors and their pathogens.', 'created_at': '2009-07-25T02:30:25.000Z', 'name': 'Bite of A Mosquito', 'username': 'BiteOfAMosquito', 'location': 'Spokane, WA', 'public_metrics': {'followers_count': 2707, 'following_count': 2312, 'tweet_count': 113750, 'listed_count': 245}}",BiteOfAMosquito,Spokane,Washington,Spokane County,United States,"Spokane County,Washington",2010,1,
9.28727E+17,"Class S - Old Lyme 2, Bolton 0 #ctgsoc",22775634,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2017-11-09T20:50:32.000Z,,9.28727E+17,everyone,CIACTweeter,,,"{'hashtags': [{'start': 31, 'end': 38, 'tag': 'ctgsoc'}]}","{'name': 'CIAC Sports', 'public_metrics': {'followers_count': 91090, 'following_count': 659, 'tweet_count': 29028, 'listed_count': 105}, 'description': 'Official Twitter Feed of the Connecticut Interscholastic Athletic Conference', 'created_at': '2009-03-04T14:06:49.000Z', 'username': 'ciacsports', 'location': 'Cheshire, CT'}",ciacsports,Cheshire,Connecticut,New Haven County,United States,"New Haven County,Connecticut",2017,0,
1.44297E+18,"Final:  Bacon Academy 1, East Lyme 0 ⚽️ Sam Blumberger - 4:38 🌟Way to go Bobcats!",815321226,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 9, 'quote_count': 0}",2021-09-28T22:02:54.000Z,,1.44297E+18,everyone,Twitter for iPad,,,"{'annotations': [{'start': 74, 'end': 80, 'probability': 0.6187, 'type': 'Organization', 'normalized_text': 'Bobcats'}]}","{'name': 'Bacon Academy', 'username': 'BaconAcademy', 'public_metrics': {'followers_count': 1821, 'following_count': 34, 'tweet_count': 4446, 'listed_count': 13}, 'description': 'Official Twitter account for Bacon Academy High School “We create innovative thinkers for a dynamic world”', 'created_at': '2012-09-10T14:20:13.000Z', 'location': 'Colchester, CT'}",BaconAcademy,Colchester,Connecticut,New London County,United States,"New London County,Connecticut",2021,0,
20652963146,Healing Lyme Q & A with master herbalist Stephen Harrod Buhner http://fb.me/D8lTFyVZ,22585596,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2010-08-08T20:34:19.000Z,,20652963146,everyone,Facebook,,,"{'annotations': [{'start': 41, 'end': 61, 'probability': 0.3974, 'type': 'Person', 'normalized_text': 'Stephen Harrod Buhner'}]}","{'location': 'Sedona, Arizona', 'name': 'earthwalker', 'username': 'planetthrive', 'public_metrics': {'followers_count': 1134, 'following_count': 1484, 'tweet_count': 1336, 'listed_count': 47}, 'description': 'Turning environmental illness inside out!', 'created_at': '2009-03-03T04:32:34.000Z'}",planetthrive,Sedona,Arizona,Coconino County,United States,"Coconino County,Arizona",2010,1,
7.37387E+17,"S/O to the U11 Tigers for taking home the War at the Shore Championship this weekend in East Lyme, CT.",1447104416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-05-30T20:53:53.000Z,,7.37387E+17,everyone,Twitter for iPhone,,,"{'annotations': [{'start': 11, 'end': 20, 'probability': 0.6313, 'type': 'Organization', 'normalized_text': 'U11 Tigers'}, {'start': 88, 'end': 100, 'probability': 0.5679, 'type': 'Place', 'normalized_text': 'East Lyme, CT'}]}","{'public_metrics': {'followers_count': 176, 'following_count': 459, 'tweet_count': 340, 'listed_count': 2}, 'location': 'Lynn, MA', 'name': 'North Shore Tigers', 'created_at': '2013-05-21T19:22:35.000Z', 'description': 'Professional youth baseball and softball development program based out of Massachusetts. North Shore Tigers Develop players through the ages of 9-18u', 'username': 'nstigerbaseall'}",nstigerbaseall,Lynn,Massachusetts,Essex County,United States,"Essex County,Massachusetts",2016,0,
8.05366E+17,Every pet owner needs this to prevent lyme disease https://t.co/oFcIEZTxjE,439400156,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-04T10:59:02.000Z,,8.05366E+17,everyone,SocialOomph,,,"{'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/oFcIEZTxjE', 'expanded_url': 'https://goo.gl/oP6Aqy', 'display_url': 'goo.gl/oP6Aqy'}]}","{'created_at': '2011-12-17T18:48:08.000Z', 'location': 'Sarasota Florida', 'username': 'Sarasota_News', 'name': 'Sarasota News', 'description': '', 'public_metrics': {'followers_count': 5471, 'following_count': 4758, 'tweet_count': 132030, 'listed_count': 157}}",Sarasota_News,Sarasota,Florida,Sarasota County,United States,"Sarasota County,Florida",2016,1,
1.46576E+17,"News: Boat Building Academy Launch: The Boat Building Academy, Lyme Regis celebrated the end of the 2011 course,... http://t.co/tRJqlq8u",224589685,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2011-12-13T13:01:42.000Z,,1.46576E+17,everyone,twitterfeed,,,"{'urls': [{'start': 116, 'end': 136, 'url': 'http://t.co/tRJqlq8u', 'expanded_url': 'http://bit.ly/vGU9oG', 'display_url': 'bit.ly/vGU9oG'}], 'annotations': [{'start': 63, 'end': 72, 'probability': 0.4266, 'type': 'Place', 'normalized_text': 'Lyme Regis'}]}","{'description': 'UK-wide network for ship conservation: home to the National Directory of Skills & Services and a comms framework for all interested in our maritime heritage.', 'public_metrics': {'followers_count': 816, 'following_count': 289, 'tweet_count': 891, 'listed_count': 17}, 'username': 'ShipshapeNet', 'name': 'ShipshapeNetwork', 'created_at': '2010-12-09T11:08:49.000Z', 'location': 'Greenwich'}",ShipshapeNet,Greenwich,Connecticut,Fairfield County,United States,"Fairfield County,Connecticut",2011,0,
6.17348E+17,Lyme Disease: The CDC's Greatest Cover Up... http://t.co/VbrCNiE4BX,2870594506,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-07-04T15:01:28.000Z,,6.17348E+17,everyone,Facebook,,,"{'urls': [{'start': 45, 'end': 67, 'url': 'http://t.co/VbrCNiE4BX', 'expanded_url': 'http://fb.me/3dBHu3uo9', 'display_url': 'fb.me/3dBHu3uo9'}]}","{'public_metrics': {'followers_count': 146, 'following_count': 518, 'tweet_count': 1545, 'listed_count': 1}, 'username': 'SimplyHappyLLC', 'name': 'Simply Happy Simply Healthy', 'location': 'Des Moines, IA', 'created_at': '2014-11-10T13:31:12.000Z', 'description': '💜 Lifer of LOVE 💝 Lover of LIFE 💚'}",SimplyHappyLLC,Des Moines,Iowa,Polk County,United States,"Polk County,Iowa",2015,1,
2.70903E+17,Frameworks for risk communication and disease management: the case of Lyme disease and countryside users http://t.co/2ABdyr5E,59955964,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2012-11-20T14:53:15.000Z,,2.70903E+17,everyone,Twitter for Websites,,,"{'urls': [{'start': 105, 'end': 125, 'url': 'http://t.co/2ABdyr5E', 'expanded_url': 'http://rstb.royalsocietypublishing.org/cgi/content/long/366/1573/2010', 'display_url': 'rstb.royalsocietypublishing.org/cgi/content/lo…'}]}","{'public_metrics': {'followers_count': 2707, 'following_count': 2312, 'tweet_count': 113750, 'listed_count': 245}, 'created_at': '2009-07-25T02:30:25.000Z', 'name': 'Bite of A Mosquito', 'description': 'Eastern Washington University Disease Ecology Lab. This site is intended to be a one-stop source of curated news and information on vectors and their pathogens.', 'username': 'BiteOfAMosquito', 'location': 'Spokane, WA'}",BiteOfAMosquito,Spokane,Washington,Spokane County,United States,"Spokane County,Washington",2012,1,
1.15513E+18,Her description captured a central tension of chronic Lyme: a rejection of mainstream scientific authority coupled with a desire for mainstream scientific legitimacy.  https://t.co/pEa164cm4V,30210357,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2019-07-27T14:43:20.000Z,,1.15513E+18,everyone,Twitter for iPad,,,"{'urls': [{'start': 168, 'end': 191, 'url': 'https://t.co/pEa164cm4V', 'expanded_url': 'https://www.thecut.com/2019/07/what-happens-when-lyme-disease-becomes-an-identity.html', 'display_url': 'thecut.com/2019/07/what-h…'}]}","{'public_metrics': {'followers_count': 25800, 'following_count': 991, 'tweet_count': 23744, 'listed_count': 217}, 'location': 'Chicago', 'name': 'matthew belcher', 'created_at': '2009-04-10T12:57:46.000Z', 'description': '@CMUdrama Dad; @KAAIllinois Trustee; @AleksyBelcher Trial Attorney; and Past President, https://t.co/J7BVx8UPvY; 25+yrs experience court & media.', 'username': 'matthewbelcher'}",matthewbelcher,Chicago,Illinois,Cook County,United States,"Cook County,Illinois",2019,0,
3.65517E+17,@_MelPhillips_ i hate taking anything but im so desperate. Im convinced i have lyme,163252205,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-08-08T16:56:49.000Z,636502110,3.65513E+17,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '365516731885690880'}]",,,"{'created_at': '2010-07-05T23:18:58.000Z', 'location': 'Charleston, SC', 'public_metrics': {'followers_count': 535, 'following_count': 425, 'tweet_count': 27090, 'listed_count': 68}, 'username': 'sometimes_renn', 'description': '♉︎ ♏︎ ♋︎ | Blogger (she/her) with Unpopular Opinions | cat lady, mother, ace, coffee drinker, fitness pro, feminist, eco tourist, and a millennial', 'name': 'Renn like Carolina Wren'}",sometimes_renn,Charleston,South Carolina,Charleston County,United States,"Charleston County,South Carolina",2013,1,
3.34126E+17,What is mucoid #plaque and how do I get rid of it? http://t.co/aW9waUZiCY #tcm #essentialoils #colon #lymedisease #coconutoil,143436856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-05-14T02:01:59.000Z,,3.34126E+17,everyone,Gremlin Social,,,"{'hashtags': [{'start': 15, 'end': 22, 'tag': 'plaque'}, {'start': 74, 'end': 78, 'tag': 'tcm'}, {'start': 79, 'end': 93, 'tag': 'essentialoils'}, {'start': 94, 'end': 100, 'tag': 'colon'}, {'start': 101, 'end': 113, 'tag': 'lymedisease'}, {'start': 114, 'end': 125, 'tag': 'coconutoil'}], 'urls': [{'start': 51, 'end': 73, 'url': 'http://t.co/aW9waUZiCY', 'expanded_url': 'http://goo.gl/8KQCk', 'display_url': 'goo.gl/8KQCk'}]}","{'public_metrics': {'followers_count': 1229, 'following_count': 953, 'tweet_count': 147058, 'listed_count': 448}, 'location': 'Madison, WI', 'name': 'OptimalHealthNetwork', 'created_at': '2010-05-13T13:20:23.000Z', 'description': 'OHN provides healing programs in our Madison, WI office & offers natural colon cleansers, enema equipment, enema instructions & more at our online store.', 'username': 'KristinaAmelong'}",KristinaAmelong,Madison,Wisconsin,Dane County,United States,"Dane County,Wisconsin",2013,1,
1.35428E+18,@damnse1fly Lyme is soooooooo cute,16023998,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2021-01-27T03:57:29.000Z,4680375955,1.35425E+18,everyone,Twitter for Android,"[{'type': 'replied_to', 'id': '1354249461296455684'}]",,"{'mentions': [{'start': 0, 'end': 11, 'username': 'damnse1fly', 'id': '4680375955'}], 'annotations': [{'start': 12, 'end': 15, 'probability': 0.6769, 'type': 'Person', 'normalized_text': 'Lyme'}]}","{'public_metrics': {'followers_count': 1517, 'following_count': 1832, 'tweet_count': 244365, 'listed_count': 80}, 'description': ""39. they/them/she/her. Polyam🦄☄️. Demisexual. Queer. 🏳️\u200d⚧️Demigirl. AuDHD Disabled. Twitch Affiliate. Writer. DM's for collaborations and flirtations. 18+🔞"", 'username': 'skinslip', 'created_at': '2008-08-28T06:21:51.000Z', 'location': 'Parts Unknown, WA', 'name': 'Elise has Resting Twitchface'}",skinslip,Washington,District of Columbia,District of Columbia,United States,"District of Columbia,District of Columbia",2021,0,
1.03665E+18,Lyme disease isn't the only thing to worry about when it comes to tick bites. Mount Nittany Medical Center has reported an increase in cases of anaplasmosis in recent months. https://t.co/sF1uW8fIsT,25525589,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2018-09-03T16:15:00.000Z,,1.03665E+18,everyone,TweetDeck,,,"{'urls': [{'start': 175, 'end': 198, 'url': 'https://t.co/sF1uW8fIsT', 'expanded_url': 'http://bit.ly/2oBhaqn', 'display_url': 'bit.ly/2oBhaqn'}], 'annotations': [{'start': 78, 'end': 105, 'probability': 0.9158, 'type': 'Organization', 'normalized_text': 'Mount Nittany Medical Center'}]}","{'description': 'Your one-stop shop for everything Central PA, PSU and State College.', 'created_at': '2009-03-20T15:57:29.000Z', 'name': 'StateCollege.com', 'username': 'StateCollegecom', 'public_metrics': {'followers_count': 13711, 'following_count': 2415, 'tweet_count': 40724, 'listed_count': 242}, 'location': 'State College, Pa.'}",StateCollegecom,State College,Pennsylvania,Centre County,United States,"Centre County,Pennsylvania",2018,1,
6.4734E+17,I’m a Lyme Disease survivor. If that’s even the right word. I don’t talk about it much. I don’t... http://t.co/zISF6cumA7,18461515,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-09-25T09:19:26.000Z,,6.4734E+17,everyone,erased1693945,,,"{'urls': [{'start': 99, 'end': 121, 'url': 'http://t.co/zISF6cumA7', 'expanded_url': 'http://tinyurl.com/p7zwl4j', 'display_url': 'tinyurl.com/p7zwl4j'}]}","{'name': 'cindykirchhoff', 'location': 'Ottawa, IL', 'description': 'Wellness guide, parent, writer, nature enthusiast, animal lover. Taking you from worried to well using my 9 building blocks of wellness.', 'username': 'cindykirchhoff', 'public_metrics': {'followers_count': 2940, 'following_count': 2545, 'tweet_count': 19813, 'listed_count': 61}, 'created_at': '2008-12-29T22:11:23.000Z'}",cindykirchhoff,Ottawa,Illinois,LaSalle County,United States,"LaSalle County,Illinois",2015,1,
1.3791E+18,Now Enrolling: Lyme Disease Investigational Vaccine Trial for children and adults! Ages 5-65. Call 612-333-2200 x 5 or visit https://t.co/8pJhUfaZo4 for more information!  #clinicaltrials #research #lymedisease #vaccine #Health https://t.co/MtshU0G92Q,1.29397E+18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2021-04-05T15:35:00.000Z,,1.3791E+18,everyone,Twitter Web App,,"[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]","{'hashtags': [{'start': 172, 'end': 187, 'tag': 'clinicaltrials'}, {'start': 188, 'end': 197, 'tag': 'research'}, {'start': 198, 'end': 210, 'tag': 'lymedisease'}, {'start': 211, 'end': 219, 'tag': 'vaccine'}, {'start': 220, 'end': 227, 'tag': 'Health'}], 'urls': [{'start': 125, 'end': 148, 'url': 'https://t.co/8pJhUfaZo4', 'expanded_url': 'https://bit.ly/3rMcAUh', 'display_url': 'bit.ly/3rMcAUh'}, {'start': 228, 'end': 251, 'url': 'https://t.co/MtshU0G92Q', 'expanded_url': 'https://twitter.com/CRI_Minnesota/status/1379095231786754049/photo/1', 'display_url': 'pic.twitter.com/MtshU0G92Q'}], 'annotations': [{'start': 15, 'end': 50, 'probability': 0.5594, 'type': 'Other', 'normalized_text': 'Lyme Disease Investigational Vaccine'}]}","{'username': 'CRI_Minnesota', 'location': 'Minneapolis, MN', 'description': 'Since 1985, Clinical Research Institute has conducted over 800 clinical research studies studies in areas including asthma, allergy, migraine, COPD and more.', 'public_metrics': {'followers_count': 19, 'following_count': 144, 'tweet_count': 47, 'listed_count': 0}, 'created_at': '2020-08-13T18:11:32.000Z', 'name': 'Clinical Research Institute'}",CRI_Minnesota,Minneapolis,Minnesota,Hennepin County,United States,"Hennepin County,Minnesota",2021,1,
1.01856E+18,Around the World - Are Scientists Conquering Lyme Disease in the Age of AI? @CMRubinWorld https://t.co/S8cZRoZGPa #lymewarrior #technology @ColumbiaUP @RideOutLyme  @fastercures @LymeSociety https://t.co/XgM97Uf0p6,8.29753E+17,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2018-07-15T18:30:09.000Z,,1.01856E+18,everyone,Hootsuite Inc.,,,"{'hashtags': [{'start': 114, 'end': 126, 'tag': 'lymewarrior'}, {'start': 127, 'end': 138, 'tag': 'technology'}], 'mentions': [{'start': 76, 'end': 89, 'username': 'CMRubinWorld', 'id': '75587044'}, {'start': 139, 'end': 150, 'username': 'ColumbiaUP', 'id': '19692478'}, {'start': 151, 'end': 163, 'username': 'RideOutLyme', 'id': '3136843820'}, {'start': 165, 'end': 177, 'username': 'fastercures', 'id': '16567705'}, {'start': 178, 'end': 190, 'username': 'LymeSociety', 'id': '851561984294354946'}], 'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/S8cZRoZGPa', 'expanded_url': 'http://bit.ly/2N3s5nO', 'display_url': 'bit.ly/2N3s5nO'}, {'start': 191, 'end': 214, 'url': 'https://t.co/XgM97Uf0p6', 'expanded_url': 'https://twitter.com/MillenialsBlg/status/1018563384277651456/photo/1', 'display_url': 'pic.twitter.com/XgM97Uf0p6'}]}","{'public_metrics': {'followers_count': 8084, 'following_count': 7884, 'tweet_count': 6948, 'listed_count': 27}, 'location': 'New York, NY', 'name': 'Millennial Bloggers', 'created_at': '2017-02-09T18:05:31.000Z', 'description': ""CMRubinWorld's Top Millennial Bloggers \n\n#Globalization #GlobalEd #Equity #Entrepreneurship #Environment #Employment #Inequality #Migration #Citizenship"", 'username': 'MillenialsBlg'}",MillenialsBlg,New York,New York,New York County,United States,"New York County,New York",2018,1,
1.14105E+18,East Lyme police investigating white powder found in mailbox https://t.co/pYQGqAEcK1 https://t.co/skiBCv8vb7,9627102,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2019-06-18T18:17:51.000Z,,1.14105E+18,everyone,SocialNewsDesk,,,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.6347, 'type': 'Place', 'normalized_text': 'East Lyme'}], 'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/pYQGqAEcK1', 'expanded_url': 'http://via.fox61.com/TkfLh', 'display_url': 'via.fox61.com/TkfLh'}, {'start': 85, 'end': 108, 'url': 'https://t.co/skiBCv8vb7', 'expanded_url': 'https://twitter.com/FOX61News/status/1141047386946580483/photo/1', 'display_url': 'pic.twitter.com/skiBCv8vb7'}]}","{'username': 'FOX61News', 'name': 'FOX61', 'location': 'Hartford, CT', 'public_metrics': {'followers_count': 144889, 'following_count': 854, 'tweet_count': 222785, 'listed_count': 1080}, 'description': 'Follow us for the latest breaking news, weather, sports, and entertainment. FOX61 News - Expect More.', 'created_at': '2007-10-23T16:27:54.000Z'}",FOX61News,Hartford,Connecticut,Hartford County,United States,"Hartford County,Connecticut",2019,0,
9.2406E+17,Sitting in my infrared sauna watching @PRGirlSeries with #LymeWarrior @AliTMoresco. #Lymedisease,2281024116,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 7, 'quote_count': 1}",2017-10-27T23:48:24.000Z,,9.2406E+17,everyone,Twitter for iPhone,,,"{'hashtags': [{'start': 57, 'end': 69, 'tag': 'LymeWarrior'}, {'start': 84, 'end': 96, 'tag': 'Lymedisease'}], 'mentions': [{'start': 38, 'end': 51, 'username': 'PRGirlSeries', 'id': '858902979155566592'}, {'start': 70, 'end': 82, 'username': 'AliTMoresco', 'id': '462184833'}]}","{'created_at': '2014-01-07T18:51:24.000Z', 'public_metrics': {'followers_count': 2399, 'following_count': 1474, 'tweet_count': 13447, 'listed_count': 60}, 'username': 'JennyButtaccio', 'description': 'Editorial Director at @RawlsMD + @VitalPlan. Occupational therapist. Chicagoan with a MN accent. Occasional rant. #Lyme + #MECFS thriver. Tweets = mine.', 'name': 'Jenny Lelwica Buttaccio, OTR/L', 'location': 'Chicago, IL'}",JennyButtaccio,Chicago,Illinois,Cook County,United States,"Cook County,Illinois",2017,1,
5.08291E+17,#LasVegas #Job Cooks and Dishwashers (Anthem Highlands): Chef themed restaurant opening soon in the Anthem Hig... http://t.co/ytciDMOhrq,2461708868,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-09-06T16:28:35.000Z,,5.08291E+17,everyone,twitterfeed,,,"{'urls': [{'start': 114, 'end': 136, 'url': 'http://t.co/ytciDMOhrq', 'expanded_url': 'http://go.besturl.es/LYmE', 'display_url': 'go.besturl.es/LYmE'}], 'hashtags': [{'start': 0, 'end': 9, 'tag': 'LasVegas'}, {'start': 10, 'end': 14, 'tag': 'Job'}]}","{'description': '#Jobs #Offers in #LasVegas !!', 'created_at': '2014-04-24T14:07:21.000Z', 'name': 'Las Vegas Jobs', 'username': 'LasVegas_Jobs_', 'location': 'Las Vegas, NV', 'public_metrics': {'followers_count': 792, 'following_count': 740, 'tweet_count': 166975, 'listed_count': 95}}",LasVegas_Jobs_,Las Vegas,Nevada,Clark County,United States,"Clark County,Nevada",2014,0,
1.07156E+18,"@katelaurs It’s hard to watch anyone with Lyme go through this cuz we don’t know how you truly feel and we can’t imagine but watching our mom is really tough and hard cuz she is fighting with everything she has. Please, hang in there and know we are all rooting for you and each other❤️",1.05046E+18,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2018-12-09T00:25:16.000Z,485478006,1.07135E+18,everyone,Twitter for iPhone,"[{'type': 'replied_to', 'id': '1071345560500596742'}]",,"{'annotations': [{'start': 42, 'end': 45, 'probability': 0.7987, 'type': 'Person', 'normalized_text': 'Lyme'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'KateLaurs', 'id': '1285176829725290496'}]}","{'public_metrics': {'followers_count': 5, 'following_count': 39, 'tweet_count': 328, 'listed_count': 0}, 'name': 'LymeLyte @Shanifurs', 'created_at': '2018-10-11T18:56:08.000Z', 'description': 'fundraisers, twins, FlourBluffJHS', 'username': 'thehomelessper2', 'location': 'Corpus Christi, TX'}",thehomelessper2,Corpus Christi,Texas,Nueces County,United States,"Nueces County,Texas",2018,0,
9.8673E+17,@LymeWarp getting the word out about our new music video featuring lymies and their hopes &amp; dreams! Pls submit and share! https://t.co/O4ruhPvu3o,3319139632,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2018-04-18T22:15:05.000Z,2935482912,9.8673E+17,everyone,Twitter Web Client,,,"{'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/O4ruhPvu3o', 'expanded_url': 'https://www.asisjazz.com/lyme', 'display_url': 'asisjazz.com/lyme'}], 'mentions': [{'start': 0, 'end': 9, 'username': 'LymeWarp', 'id': '2935482912'}]}","{'name': 'As Is', 'public_metrics': {'followers_count': 3177, 'following_count': 1058, 'tweet_count': 810, 'listed_count': 5}, 'description': ""Here’s to Life! #1 on Amazon, Top 10 Billboard, Top 10 iTunes Jazz! We’re donating all proceeds from our single “Here's To Life” to Lyme disease research."", 'created_at': '2015-06-11T14:59:04.000Z', 'username': 'staceyalanjazz', 'location': 'New York, NY'}",staceyalanjazz,New York,New York,New York County,United States,"New York County,New York",2018,0,
